,title,review,rating,userName,date,isEdited,developerResponse,Company_name
141,Service at La Tijera Location,"Hello. Let me start off by saying, I apologize for throwing away my receipt. I ordered a jr. bacon cheeseburger and a small diet coke at apprx 3 pm on Sunday, 3/21.

Before today, I have been generally disappointed with the service at this location, however today was a breath of fresh air. I did not get the young lady’s name but she was professional, efficient, pleasant and engaging!  Kudos Wendy’s for hire her, and please recognize her for changing my experience at this location.",5,Mrs. KWJ,2021-03-21 22:13:48,False,,Wendys
142,Useful when it doesn’t crash,The concept of the app is great and I like being able to have all of the coupons just a click away and get free items for spending money on things I’m going to buy anyway. However if the app doesn’t stop crashing then trying to utilize its features becomes a moot point. Luckily I have a screen shot of my rewards QR to scan but it’s very cumbersome to have rewards or coupons that can not be used because the app will crash and get rid of the offers. Please fix this soon.,3,Bluebutterfly23232,2021-06-03 22:08:22,False,,Wendys
143,Can’t log back in to my account and keep getting an error message 😒,I’ve been using this app for almost 2 years and I’ve use it 98% of the time I get food. But now all of a sudden I can’t log back into my account after I was booted out and keep receiving an error message. I can’t even create a new account because that’s bugged as well. I can’t even order as guest because I have to be signed into an account. It was a great app while I got to use it but if nothing can be done about this glitch I don’t think I will be ordering as much Wendy’s as I used to if I have to verbally place an order.,2,MogulQwerty,2022-02-17 02:13:57,False,,Wendys
144,"Rally good app, but needs work.","So far I’ve really enjoyed the app, when it works. You can scan for points and I go here all the time so the points and offers save me a lot of money. BUT, the app works 50% of the time. There’s been times when I don’t have a lot of cash and so I try to use the offers, but they just don’t load. Once I tried to log out and log back in to fix it, but it just wouldn’t work. I couldn’t log back in.

I do recommend you should download it so Wendys can fix it more, but it’s still a work in progress.",3,Jcjr2555,2021-10-03 03:36:55,False,,Wendys
145,Worst app and bad service,"Honestly a bad app. My orders are constantly wrong, says error every time I order ( it’s not my service) and proceeds to place an order, charged me extra for stuff, I don’t even get the things I ordered and it’s always wrong. 

The worst thing is the actual location can’t do anything about the orders and can’t give refunds for the mistakes that occurred. I was told I would have to call and cancel it myself, but the offices are closed, so I was charged for food that I wasn’t given and the location does nothing to help. I recommend not using this app unless you want to be charged for things you didn’t order and can’t get refunded.",1,Jade. 40023,2021-05-27 00:02:49,False,,Wendys
146,Much better than ordering at the counter,"My order error rate has dropped significantly since I started to use the app instead of ordering from the recently released felon you have taking your order at the counter.  On top of that, the wait is shortened by not having to repeat “no pickles” 4 times.  On top of that I also don’t have to worry about my credit card being skimmed.  The app is the way to go, people.",5,twatleby,2020-05-13 20:20:01,False,,Wendys
147,The Wendy’s app is pretty good.,"The Wendy’s app is pretty good: the daily deals are economically friendly. The only problem I ever had with the app was that when applying a daily deal you had to remember to choose the food item and then choose the deal. You couldn’t just use the deal, If you didn’t also order the item you couldn’t get it free. It was very confusing at first, but I eventually figured it out. It would have benefited me if that had been explained from the beginning.",4,Casa storm,2020-07-21 11:32:59,False,,Wendys
148,"Too much Mobile Pay, add more in restaurant offers!!","I love the app and always check it to see if there are any deals. However I WILL NEVER use mobile pay. You should offer more deals for both in restaurant and mobile pay. There have been multiple occasions I have seen a coupon, got excited, clicked on it, saw mobile pay, and decided not to go to Wendy’s. Especially with the amount of issues people have reported with mobile pay, why would I ever want to give this app that personal information. No thanks.",3,ThePVTAEROCK,2020-07-19 07:33:15,False,,Wendys
149,Coupons don’t work,"I have tried the chatting window, to contact anyone about issues with the coupons not working, it shuts down with no response then I tried messaging someone finally at 1am I got a response that the text window was closed what a ridiculous waste of time ! Don’t download this app nothing works on it and no response from anyone either the creators or customer service",5,putdowndevice,2020-07-30 08:48:32,False,,Wendys
150,This app is horrible...,"I don’t often leave reviews but this app really pushed me. I tried to log in to claim something from the T-Mobile give away. It asked for all my info to log in, done. No issue. I go to log in, it says cannot be completed and contact them. I try to message with someone - I’m #1 in line for 15 minutes, nothing. I tried to create another account, says I already created one. I tried calling using the # in the app, I hit 5 for app support. Doesn’t register. I hit 5 again and again, it hung up on me because apparently I’m not there. Y’all got enough snark on your Twitter - make your app work. This is way too much effort to get a free fries.",1,Pikapalooza,2021-08-03 17:36:29,False,,Wendys
151,Offers Don't Apply and Doesn't Check Out,"I've been using this app for a week. My offers stopped being applied. Everytime I add an offer, the app is telling me something went wrong and I need to add more items to get the offer applied. I do add more and still no luck. Another thing is I can't even check out. The app tells me there is a processing error and recommends to check with my bank. I did check with the bank and I was told my card and account are all good and that I'd better talk to the vendor aka Wendy's. I texted Wendy's and they responded in a few days telling me that they don't know what's happening and they will investigate it. No answer since then.",1,Viacheslav D.,2020-12-24 00:27:40,False,,Wendys
152,I’m here,Where is the I’m here button? Sometimes I place an order for breakfast and someone else will pick it up. It wants me to tap “I’m here” by 10:22 but there is no button saying that. I’ve had them cancel half my order before because I wasn’t able to let them know I was there to pick up and as usual they were lined up around the building. It takes at least 30 minutes to get through our Wendy’s drive through most of the time.,4,19CiLo87,2021-11-06 14:25:43,False,,Wendys
153,No curbside pickup,This is the third time I have ordered through the app and it says they are open for mobile order pick up and I park outside the restaurant which has a drive-through line all the way around the building and the inside part of the restaurant is locked. I have even tried to call the location to see if I could just come in and pick up the mobile order and they said no I would still have to wait in the line in the drive-through. So what should’ve only taken 5 to 10 minutes ended up taking 30 minutes. The app did not say anything about mobile orders being unable to be picked up,1,29223try123,2021-10-05 00:10:57,False,,Wendys
154,"It’s a shame, and a scam.","Recently I placed a mobile order in hopes of using the offer for $3 off of any order over $15. I proceeded to place everything that I wanted on the app, just to put in my card info in and the order to go straight through with no offer even being applied. Forcing me to pay the full amount which I can say was way over $15. There wasn’t even an option to redeem this offer, it’s like I couldn’t even tap on it to be applied but I clearly seen it in front of my eyes. Long story I was played out of my money and on top of that they don’t even have an option for no ice in a drink.. come on Wendy’s. I’m really disappointed.",1,ChaunLauren,2020-12-21 18:36:53,False,,Wendys
155,Love it but it needs work,"I use this app on a regular basis because I’m pretty much addicted to the frosty-ccinos (by the way can you add an option for extra frosty in these please). Unfortunately I occasionally have issues when I’m ordering, I get error messages and I’m unable to place a mobile order. Aside from that I love placing orders and racking up points. Wendy’s is my favorite fast food restaurant and if the glitches in the app would get fixed I would give it 5 stars!",4,TheMrsJackson041617,2022-01-20 13:46:36,False,,Wendys
156,terrible glitchy app - and it stole my money,"this app has time and time again disappointed me. ive redownloaded a total of 4 times and each time there has been an issue.

1. nothing loads, the moment i open a cart up it deletes everything

2. app works fine for a while then suddenly deletes my account and all points associated. customer service is unresponsive

3. same problem as number one

4. today. i place a delivery order for a few items and only receive my drink. i can not dispute the purchase from my card for 3-10 business days unless wendys responds first. 

i wait on hold both on call and the “youre the first one in line” screen for TWO HOURS with no response from either side and eventually have to give up, as im at work and just wanted some breakfast.

tldr;
this app is faulty and clearly wendys doesnt care about customers, but cares more about making a quick buck from having an app. still havent received my money back. will never download again.",1,shayljjj,2022-03-21 15:23:46,False,,Wendys
157,Password,"I tried to sign up in the app and add a password. The app said my password strength was ‘awesome,’ after three other password tries that all met the criteria and I got an error message each time after the birthday ask that said my password didn’t meet the criteria. I cannot figure out how to get past that! I let the app win and didn’t use it to order my food today. I have tried to use it in the past and had issues. Many other places have great apps that I don’t have to fight to get credit for ordering. I would think Wendys should be able to do the same. 🤦‍♀️",2,Arizona K9,2021-09-08 03:18:14,False,,Wendys
158,Add Apple Pay Option,"The app itself is fairly straightforward to navigate and use. The sticking point comes when it’s time to enter payment. I can either enter my credit card info every time or store my credit card info where the security is uncertain (and then I’m asked to enter my CVV which defeats the convenience of saving my card info).

The solution is very simple: add an Apple Pay option for payment. Simplicity, convenience, and security already built in and I don’t have to juggle my phone and my card when ordering.",3,RuffledJersey,2020-08-13 18:04:56,False,,Wendys
159,"Works, but needs one big improvement...","Pros:
1) Mobile orders and payment have gone through fine for me.
2) Offers/discounts have also worked, “saving” me money.
3) Ordering has been fairly simple.

Cons:
1) Most importantly, the app needs to allow you to remotely check-in. Putting in a mobile order, but still having to wait 15-30 minutes after “checking-in” at the restaurant completely negates the use of the application. Why would I order ahead just so I can wait the same amount of time?!?!?! Makes zero sense. For large orders this is a no brained. Multiple times I have presented ahead and my order gets “prepared fresh.” Great, by I ordered ahead so I didn’t have to wait in the parking lot for someone to bring my food out to me. I ordered ahead so I could arrive, grab the big bag of food at the drive-thru window, and be on my way. Please, fix this. Thanks.",3,segars85,2020-04-18 03:12:03,False,,Wendys
160,Love the Wendy’s app!,"Love that Wendy’s has an app with great offers and rewards! Only thing I dislike is having to have the employee scan my phone when going thru the drive thru. When the restaurant is busy it seems to be an inconvenience for the employee, wish they would think of another way to do that but overall enjoy the app and definitely have increased our trips to Wendy’s because of it. 😀",5,LeonaMerida,2021-05-03 16:32:49,False,,Wendys
161,Great app!,"This app is easy to use and convenient.  It is easy to use coupons because they’re right there in the app.  There are always deals!  It’s super fast and convenient and highly accurate to my orders.  I totally recommend it.  I normally don’t do reviews or use apps to purchase things because it usually makes me spend more money, but I write this review to share with you how awesome I think this is.",5,bob1burgers,2020-06-20 16:43:47,False,,Wendys
162,This app gives me rage,"Why can’t I see what’s in my bag before I complete the order?  Why can’t I use the offers on the app for a mobile order? Why do I get an error when I go to check out after I’ve spent 20 minutes trying to place an order??

In 2020, a well designed app is essential for businesses.  The best deals should be available for mobile purchases because it minimizes contact during a pandemic.  I’ve tried multiple times to use the Wendy’s app and ended up going down the street to somewhere with an easy to use app.  Chick fil a has it figured out... chipotle has it figured out... even McD’s isn’t bad.  The Wendy’s app gives me rage.",1,chrisd257,2020-12-04 23:10:08,False,,Wendys
163,My App Crashes Constantly,"I can get into the app upon a fresh download just fine. That is, right up until I hit “Order.” Once that happens, the gates of Hell open apparently. I get to the spot where I can choose my location, and then once I select it the app crashes as it loads the menu. Every subsequent attempt to get back into the app is an immediate crash. I can delete the app and reupload it to get back in, but every time I select a location to order from, the cycle begins anew. It’s kind of funny actually that despite working well for most others around me, it just bugs out on my phone. But doesn’t make for a good app. One star.",1,Riggolettoe,2020-09-05 22:50:43,False,,Wendys
164,No longer able to have one  of my favorite and most used apps,When they updated the wendys app and made the other version obsolete that waa the end to my access. I used foe myself and grandkids a lot as Wendys  favorite   fast food place  and best deals. My I phone not support the new app as an i phone 7. This is disturbing to me as I cannot gi out and  buy a newer phone. I live on SS and a small retirement monthly check thank you for chance to give input.,4,foc74,2022-01-22 14:19:36,False,,Wendys
165,Payment not accepted,"I NEVER rate apps because i never have so many issues I would rate this 0 stars for the utter failure of an app this is. Trying to place an online order and all the way at the end after I have to click to allow wendys to store my card information I get told my card information is incorrect. I use my card on every online store, app and never have an issue. Wendys is a first and a last. I tried to help the order taker out by ordering ahead of time but 
The companies failed attempt of an app does not allow it. And you cant use the website because it does not allow you to customize your order.",1,blynnex33,2020-05-29 16:05:43,False,,Wendys
166,Free 6 piece spicy nuggets….,"So I got this app just to get the 6 piece spicey nuggets for free and when I put all my information it all clears..... So I'm like ""whatever"" so I put it all in again and I go to place orders and it kept getting error after error and after so much I got annoyed and removed the app and decided to look at reviews and it seems that most of the 5 star reviews seem to be botted so I think a lot of the 5 star reviews are fake because the negative reviews seemed to have the same issues as me if not, similar,  so I wouldn't expect much from this app when downloading it folks.",2,ziiAxiom,2021-08-19 21:11:12,False,,Wendys
167,it just didnt work,"I just wanted to order some breakfast for pick up. i started trying to order around 9:50am, it took 15 minutes because it kept clearing my order, i dont know why. but when i finally got to the payment none of the options would accept my debit card, i triple checked the numbers and even switched the  locations a few times before getting fed up and just calling (around 10:22 at this point) the store to order over the phone, which the staff who picked up said i had to be there or the call would hold up the line. the app did not work and i ended up eating some where else",1,Lbifuhfggvfjg,2021-06-09 15:40:56,False,,Wendys
168,forces user in location tracking for pick-up,"Had an overall awful experience using the app. It forces the user to always allow the app to track the phones location for pick up, then after manually clicked “im here”, it didn’t save my order or order details, no email, nothing, so i had a back and forth with the Wendy’s clerk since he couldn’t see my name in the mobile order list, which turns out it was showing my name initials on the order and not my full first or last name. had 4 people order and get their order right in front of me before they even started making the app order...",1,Mr.BVaranda,2021-05-31 15:53:38,False,,Wendys
169,Terrible corporate customer service,"Marketing would leas one to believe that is easy to communicate with Wendy’s corporate customer service - however that is far from the truth. The below pattern has been consistent for the past year:
- Emails ignored
- Messages to the website ignored
- Twitter ignored
- Phone always busy

—-
Today I had the privilege of actually getting a ringtone to which lead to an hour weight listening to commercials about Wendy’s adoption program. After an hour an agent picks up the phone but does not speak and puts the call on my on silent hold for about 20 minutes before the call disconnected. 

Trying to submit a form now on the Wendy’s website is impossible answer is always an error that states the date selected cannot be in the future -regardless of the date that’s chosen.

—-
Item for Apple - there is a bug when using the keyboard slider writing a review crashes and everything gets deleted -  happened several times now.",1,PixelRogue,2022-03-22 15:56:53,False,,Wendys
170,Wendy’s app STOLE from me,"I ordered a large order of fries from the app and paid for it. Got in my car and went to the store to pick them up. When i got there the kid in the window told me they were out of fries and couldn’t give me a refund because I ordered from the app. I’ve been trying for DAYS to contact someone; the live chat is dead, the messages i send are never received and the phone line has had me on hold for a total of 4 hours this week without getting to anyone. Do yourself a favor and don’t use this garbage. I’m only here because NO ONE EVER REFUNDED ME FOR MY ORDER and can’t find any other way to complain. Awful service, awful app.",1,Fntasia,2021-12-09 17:41:39,False,,Wendys
171,Horrible update. Will ruin your day,"I used to frequent Wendy’s until they felt the need to add the gps feature in their app. This is a terrible decision because it makes picking up food worse than just ordering in the drive thru. The stupid app kept telling me I’m not at Wendy’s, even though I was. I even turned on my WiFi, didn’t help. I didn’t want to close the app and reopen it because I thought my order would disappear. Well guess what happened anyway. My order magically vanished from the app, despite the funds leaving my bank account. And of course my local Wendy’s is clueless to have ever received an order. Screw Wendy’s Dave is dumb",1,makgagkodhv,2021-12-02 19:36:42,False,,Wendys
172,Kind of ridiculous,"The ordering process is needlessly complicated, we can’t even customize a drink order to not have ice added. On top of that, the app doesn’t always send orders through to the stores on time. As I’m writing this, I’ve been waiting fifteen minutes to have three drinks brought out to curbside. When I double checked the order to make sure I placed it at the correct store, the time stamp shows it was only submitted about two minutes ago, so this isn’t a store employee fault. Do better.",3,missdotti,2021-09-02 15:17:27,False,,Wendys
173,Offers rarely work— lots of bugs,"Ordering in this app is never straightforward. It’s fraught with bugs. Sometimes, I add an item and the app doesn’t recognize it. The burger will sit in checkout costing 0.00. I’ll have to restart my order and hope the issue doesn’t happen again. Today, I was trying to apply a coupon for a free fry with purchase. I had other items in my cart but the offer keeps giving me an error message telling me to add something. I literally never write reviews, but this happens every time I use this app and I needed to put it out there. One of the most frustrating fast food apps I’ve used, frankly.",1,dannyddd1125,2021-01-13 23:57:36,False,,Wendys
174,Cheats and frauds,"So I eat at Wendy’s everyday, I scan the app and get points every day I go to redeem some bc I’m short on cash come to find out I have no points, I don’t remember reading points expire or anything do I really have to babysit for my points that’s lame and bad business, even my transaction history is empty my co worker said the same thing happened to him the restaurants know they have to give out free food so there just pretending to scan hoping you forget, just like credit card company’s they tell you every 100 checks shred one so we can make the late fees I will delete the app and go somewhere else if Wendy’s can’t be fair with me",1,im a pretty pony,2020-12-14 02:33:11,False,,Wendys
175,Difficulty using the app,"I have several restaurant apps only phone. Yet Wendy’s is the only one that I constantly have to reset my password & it still doesn’t allow me to access the offers or any category. I’m sure it is something I’m doing but regardless it is clearly not user friendly to those of us that are tech challenged. Y’all should really consider consulting ChickFilA. There app is so easy, user friendly & it allows you to load a gift card so that there is money in the app for mobile orders. There are people like me who prefer to use cash & not credit cards or debit cards. 
Thanks for your time & attention to this detail.",1,Daughterofabaconator,2020-08-27 12:21:44,False,,Wendys
176,Unable to pay,"I have tried using this app intermittently for the last 3 months.  I have successfully placed and paid for one order.  Unfortunately, I was charged twice for that order and had to have the erroneous charge returned by the credit card company.  Since that time, I have been unable to pay for any orders.  The app keeps saying “please check your credit card information.  Contact your card provider for more information.”  I have tried multiple credit cards and have had no success.  Please fix the app so that payments can be made or delete the app until you are able to do so.",1,Mr John Tesla,2020-04-21 12:24:29,False,,Wendys
177,No Refunds or Cancels?!,"I ordered delivery from the app around 1:12am and was given an est of 24 mins. However it took way longer than that just to get a driver. just for it to have the driver “arriving at store” for 5 mins before completely reverting back to order received. The driver left at 1:51am meaning he went to the window and they probably just claimed they were close when they close at 2am.  Now I can cancel the order, which i should be able too. And i also can’t ask for customer help or get refund for food, i didn’t even get, through the app",2,nip9837222,2022-03-09 07:04:59,False,,Wendys
178,Constant error pop up! HORRIBLE!!!,"I had to have my iPhone replaced recently under warranty and when I got the new one, I have never been able to login to my Windys app. My saved password comes up but it will not work. I have a balance on my app that I obtain via a gift card. Every time I try to login, it says bad request. I even uninstalled the app and reinstalled it. Same thing! This has to be the worst fast food app ever!My money is being held hostage and I can’t do anything about it not to mention I cannot access my points or any coupons/deals. Fix this Wendy’s! This app is horrible! Go back to the old format. It worked great.",1,melissame43,2020-12-05 07:51:10,False,,Wendys
179,This app is horrible !!,"I had got a free breakfast sandwich from a app and applied it to an order but still had to pay for delivery, so after a while I get a call from my deliver saying that when he went into the Wendy’s they said my order didn’t say what I order so he tried to text customer support and they said that they would cancel my order and i fine with that until my money never came back into my account and after a few days they complete my transaction for food that I never got but honestly I could press charges or make a complaint but I hope this can be resolved easily",1,a microwave on 2'a,2021-12-21 19:47:32,False,,Wendys
180,Something not working right,"I
Paid for my order on mobile pay but the restaurant said they didn’t have the order. I have the receipt but did not get the food.  I tried calling 888 number but was placed on hold and never got an answer. Was the amount for today deducted from my digital account? So I used the offer, have receipt but received no food.",5,surelyadeal,2022-01-20 01:59:55,False,,Wendys
181,Garbage,"First the app says would you like to open me with your finger print?. Of course that doesn’t work as is so often the case, so I enter my passcode which then asks me if I want to use my saved password for Wendy’s but the saved password doesn’t work. So I chose the password reset option. I then go to my e mail and the reset link doesn’t work (but the link to Wendy’s.com in the e mail works just fine). Now who is going to continue to put up with this much trouble from an app he uses on an infrequent basis? Not me! You’ve lost sales from me. Do you folks actually test your apps? Like the way your customers use them?",1,WRJjr,2021-08-09 00:39:05,False,,Wendys
182,Major failure!!!,"I would rather give no stars. T-Mobile prompted me to get the app to use a T-Mobile Tuesday reward.  The Wendy’s app is a complete failure. Can’t even set up a new account without issues. Tried with a different email to give it another chance—no luck.  Tried the actual website for Wendy’s hoping to make a “Rewards” account that way and then log in via the app. The website doesn’t even work properly.  I get that Wendy’s is in the food business; not IT, but if you are going to offer modern tech options hire someone capable of making it function correctly (or at least function at all).",1,X-ray Lou,2021-06-22 17:40:13,False,,Wendys
183,Don’t waste your time,"It doesn’t work. You can input your order just fine, but good luck getting it to accept your payment. I’ve tried to submit orders over a dozen different times. Once... ONCE it actually went through. I use apps to place orders for my work crew almost daily. Only get this app if you want to spend a lot of time inputting the order and then never being able to actually place the order. Don’t worry with uninstalling and reinstalling the app. That doesn’t help. Hey Wendy’s: if you’re going to put an app out, please make sure it works. Otherwise it just wastes time and pisses your customers off.",1,'C'man,2020-09-10 17:15:05,False,,Wendys
184,No way to get a refund,"I ordered food through the app. I was parked at the location, walked up to go in to get my food and the dinning room doors were locked. The sign outside said it was open. The drive thru line was backed all the way around the building and out to the street. I walked up to the window and was told my order was not ready. From the placing the order till the time I left it was 40 mins! I did not receive my food and I asked for a refund. I was told I had to do it through the app. Well that’s funny there is no way to do it. I will no longer use this app. I have gotten no where with the restaurant or the district manager.",1,Noah Joseph,2020-09-06 16:34:35,False,,Wendys
185,Terrible app,"The first time I placed an order the app did not notify the store so when I got there I had to wait for the store to cook everything and it took 15 mins. The next time I used the app the breakfast menu was not available at my nearby store, the only stores I could order from were 30 miles plus. I called the store and there were currently serving breakfast. The last and final time I tried using the app when I tried placing an order for breakfast the app stated you just missed breakfast, all breakfast orders must be placed by 1025am how does lunch sound? The time was 930am. Too many problems with the app so I deleted this app!",1,Lamarr33,2020-04-28 17:21:31,False,,Wendys
186,Wendy’s restaurant,"With the stay at home order for now with the corona virus. My husband went and got us our dinner. I have never had a problem with this Wendy’s ever. But this time I got cold and old fries. I could not eat them. My husband ordered a baconator and bacon cheese burger. They were not right. And cold. They give us a bacon cheeseburger and a cheese burger. The baconator shows two cheeseburgers and bacon. So I was very disappointed in my dinner this time. I hope they get better. Should of had fresh fries. I didn’t get a receipt with my order. So I can’t give you the number of the store. It is the one in South Zanesville, in Ohio. Thank you I hope they get better.",1,debdover,2020-04-10 23:45:00,False,,Wendys
187,Needs work especially around payment,"No support for Apple Pay. The app is not even capable of scanning a credit card with the devices camera. These are features competitors apps have added months or in many cases years ago. Additionally, I also ordered once and when I showed up the restaurant was closed (middle of the day). How can the app even allow ordering from a restaurant that is not even own? The only good thing about the app is it is great at providing customization. It makes it clear what is included and what has been customized.",2,mcspaul,2021-11-13 00:43:16,False,,Wendys
188,Rewards don’t work,"I have show the barcode to the cashier 15+/- times and they scan it before I pay but I have only had reward points upload twice. 
Sometimes the cashiers look at me weird when I show it for them to scan but there is clearly signage that advertises this app posted.
My stores are not open for dining so I cannot use mobile order. 
It’s frustrating that the rewards don’t work and when I decided to cash in the little reward I earned it didn’t work again. So I cashed in my points and the app took my reward but the cashier said nothing came through. 
This app needs work.",1,karlee66,2021-11-06 10:52:04,False,,Wendys
189,Why would it still let me order,"Why would the app let me place a mobile order with a coupon in the cart if I didn’t add the item manually after having adding the coupon. I didn’t know I needed to do that, seems unnecessary, and it placed the order anyways. No warning that there’s a coupon without the item on the coupon. Thanks didn’t want my free fries anyways. And of course the worker couldn’t just give me the side of fries I would have had to make another purchase. First time in a long time ordering Wendy’s and probably the last. Oh and they don’t have Apple Pay, definitely the last.",1,heyhidan,2021-05-09 04:29:18,False,,Wendys
190,"Food and Deals - 5/5, App Functionality 1/5","Wendy’s is awesome and I love to order breakfast or order ahead on my lunch break. Rewards are excellent and easy to redeem. Delivery is a cheaper option than Grubhub/DoorDash pricing 

Problem is that it usually takes me forever to actually order via the app. It will often crash entirely so I have to delete and re-download the app, and maybe 1 of every three orders will run into an error screen before I can process payment. Errors are very generic, so I don’t know if the store is closed or delivery is not offered or if it’s an app or payment issue. 

Good food, good rewards, horrible app experience.",1,Corey L. ,2021-06-01 15:10:25,False,,Wendys
191,Deceptive,"I’ve used the app numerous times, but I’m about to give up and head to other restaurants. More than once I’ve thought I applied a deal, but got to the drive-thru and discovered it wasn’t applied. If I select a deal, I should be prompted to select the items for the deal *right there*. Also the app is not updated in a timely manner when deals expire. This morning I looked at the app and expected a “buy 1, get one for $1” but only found out at the drive-thru that the deal was over. 🙁 Really?",3,Dave D from WV,2020-06-30 17:21:19,False,,Wendys
192,Good app but...,"There are some flaws, such as missing menu items. For some reason, the ENTIRE breakfast category has disappeared as an option on my app, yet remains on my two roommates apps?? (It's currently 9:33am so I know breakfast is currently being served and this has been an ongoing issue). Another thing I've noticed is that drinks are missing. I love sweet tea, but the app only allows me to select the unsweetened version because there is no sweet option to select.",4,Sinder3llaAireal,2020-05-16 13:35:27,False,,Wendys
193,"Can’t customize, order ready too soon","We decided to order from Wendys today because my husband had an errand to run next door.  The app automatically told Wendys that my husband was there while he was running his errand.  This meant that he had to go into the store because they had already given up looking for his car by the time he actually arrived.  Also, the frostys had melted while sitting around.  And when he got home and we looked at the order, they had ignored all the customization I had asked for, including the salad dressing which is a required customization when ordering a salad.",1,Sky Elf,2021-05-04 20:00:25,False,,Wendys
194,Amazing deals but STILL gotta wait in that line,"I placed a mobile order so that it would be faster so that I could get to work on time because the customers are usually wrapped around the building twice. 

Well I get here and realized I still have to sit in the long ridiculous line because they don’t bring the food out to you. 

Now not only can’t I go somewhere else that’s faster before work, but ill be late for work because I had to purchase it with a credit card when placing it online and I’m not giving up my money for the food if I drive-off. 

This mobile ordering online is stupid if you have to still wait in the line.

UPDATE: I was extremely late for work and my food was cold because it had apparently been sitting on the counter the whole 45 minutes I waited in line. Never again. Never.",3,6787JennN,2020-11-08 17:55:30,False,,Wendys
195,Place an order only to not have one,"I used the app to place a huge order at work. Go to check out on a $100+ order and it had NOTHING in the cart and would not let me add anything. Spent a hour deleting app, reinstalling and placing orders again only for same thing to happen two more times.  Tried on another persons app and same thing. Went to Chic Fil A instead that day. Decided to give a shot again tonight and surprise surprise exact same thing ya happened. Won’t waste my time again. Hate giving a one star rating or bad review but how you gonna have a app for mobile orders when it Does not work?",1,Summlee27,2020-10-02 23:25:30,False,,Wendys
196,"Solid App, but additional features needed.","The app works great and it is very easy to order food. However, a few features would make this a 5 star app:

1. Apple Pay. There is no Apple Pay feature and you are only allowed to save one card at a time.

2. Coca-cola freestyle option for restaurants that have it. If you want a drink that is not listed on the app, you need to request it at the restaurant. A no ice option would be nice as well.",4,JProgrammer1,2020-11-11 17:51:59,False,,Wendys
197,Good food bad App,"Let’s start here, nobody in your stores knows how to use these apps. Manager even told me on more than one occasion they don’t really know a lot about the app. 

Not aloud to use earned rewards and the frosty key tag in the same order but yet I paid for both of those items but I can’t get them on the same order -which is likely the reason I lose points, it’s too complicated to use them. 

Tonight was a perfect example, tried to use 700 points for a salad and I’ve followed the complicated steps to get those points loaded to my card and yet it didn’t load and when they scanned my barcode I needed to pay for the salad and still lost my 700 points. 

I think your app causes you to lose money because managers are gracious enough to comp certain items. 

I could probably find a high school student to rewrite your app, let me know, I have connections…or ask Starbucks, they seem to have worked out the kinks.",1,Cassa.Pelosa,2021-09-13 03:39:27,False,,Wendys
198,"Garbage App, doesn’t work.","If you don’t continuously get an error message trying to get in, no matter what you change to correct the issue, you’ll constantly be trapped in loading screens and broken buttons that either do nothing or take so long to do something it times out the request.
Def needs a lot of repairs and updates. My big thoughts on wildly broken websites or apps is; If you can’t trust it to do it’s job properly you probably also can’t trust the security of it. 
I don’t recommend using the app until updates are implemented to the functionality as a /minimum/ standard.",1,Essakidwell4884,2021-08-18 22:38:29,False,,Wendys
199,"App not bad, employees need better training","Half the time, they say they don’t have the order, even though my credit card has already been charged.

Once, they claimed I had to have ordered it for a different Wendy’s location, even though the app showed their address. They denied it was their address, even after I showed them on Apple Maps that it was their address. Then another employee chimed in and said that they had already given my order to someone else, which is why they couldn’t find the mobile order.

I don’t expect fast food employees to be geniuses, but it seems if half the time they can’t successfully fulfill a simple order, I’m not going to take the risk anymore. I’d rather your employees just be someone else’s problem.

I’ve submitted feedback to Wendy’s through the app on several occasions, but they never respond. I don’t think they care.",2,BigDaddyG1234567,2021-02-25 15:37:49,False,,Wendys
