,title,developerResponse,rating,userName,isEdited,review,date,Company_name
152,Faster to just use drive-thru normally,"{'id': 27520921, 'body': 'Please let our Customer Care team know about this. You can reach them through Facebook, the Contact Us page on our website, or Twitter @TacoBellCare.\r\n', 'modified': '2022-01-18T19:58:48Z'}",4,truthsmiles,False,"Got the app thinking somehow my experience would be faster and/or easier, but after selecting each item and carefully typing in my credit card info, I was informed I STILL had to wait in the drive thru line before they’d even start making my order. 
So, exact same amount of time waiting in the drive thru, plus I had to manually enter my credit card info instead of just letting them swipe it at the window. 
If they want people to use the app, there should be SOME benefit, right?

The app itself worked okay. Some glitch resulted in unwanted items showing up in my cart but I caught it before I ordered. Of course it didn’t matter because I got the wrong items anyway, but that’s an issue with the store, not the app.",2022-01-17 11:06:07,Taco Bell
153,Never wants to take my payments,"{'id': 27124791, 'body': ""We'll look into this issue for you. Please send us a note at DigitalSupport@TacoBell.com so that we can follow up. "", 'modified': '2021-12-29T12:56:58Z'}",5,Stephnicole9,False,No matter what card I use it always gives me an error on payment. I can never use the app bc of that. It doesn’t even want to take gift cards when they’re purchased. I can’t click on any of my cards to use them they’re all faded out. I have to add them over & over again to only get the same error messages. It’s really annoying. And now that potatoes are back it doesn’t give you the option to add them to items. But it will let you swap the protein for potatoes. Which is really weird. I would love to be able to order on the app & eat there more often but never can bc I get annoyed at having to try to get it to take the payment. Please fix it!,2021-12-27 21:23:17,Taco Bell
154,Don’t waste your time!,"{'id': 22884106, 'body': ""We'll look into this issue for you. Please send us a note at tbmobileappteam@yum.com so that we can follow up. "", 'modified': '2021-05-18T23:24:34Z'}",1,Aimnel80,False,"It takes forever to earn points, i have 104 points & have no joke spent almost $40 so far through app🤷🏻‍♀️ I customized an item and paid for purchase, then says it charged me almost $5 less, so when I got to Taco Bell I told them think an error and can they please cancel whatever that was, my order was more expensive than that, I literally JUST customized it, but was gone & instead I got one bean n cheese burrito and that wasn’t even what was ordering!!!! Taco Bell employee of course said, I had to cancel through app and request refund through app, yet couldn’t find anywhere to do and was already there. After leaving with my one burrito, I looked at app and couldn’t even find way to contact anyone! 

Just such a hassle and seems always something, they don’t have any deals like anywhere else, add earning like zero rewards after all I have spent, just pointless!

Use the McDs app, they have amazing deals every day, all day!",2021-05-17 05:09:26,Taco Bell
155,Worst experience,,1,cabshere,False,"There hasn't been a single discount in the ""offers"" section of this app for over a year. 

I mobile ordered breakfast once on a snow day. The store happened to be opening late. I got no notification or contact, so I went to the store. They didn't have any food made yet and ""no money in the drawer, come back later for a refund."" I went back later and the manager REFUSED to refund me or give me the food. She told me to DISPUTE THE CHARGE WITH MY BANK. I demanded the contact information for the district manager, which she gave me. He ""sent me coupons"" which never arrived. He showed me a picture of the returned envelope because he wrote the wrong last name. Then he never resent. I will never trust the Taco Bell in Wyomissing PA again. 

The store at 402 Madison Ave in Reading PA is my local Taco Bell. Regularly, my mobile order never shows up on their screen even 5 whole minutes after marking ""I'm here."" So a team member has to write down my order on a piece of paper. Talk about an awkward experience. It's happened 3 times.",2017-12-05 20:53:27,Taco Bell
156,Why does this app keep stealing my money???,"{'id': 20045354, 'body': ""We highly regret any inconvenience this caused. Please shoot us a message at tbmobileappteam@yum.com with all the details. We'd be more than happy to help. Thanks."", 'modified': '2020-12-28T19:35:33Z'}",1,Gabby3192,False,"I have tried to order using this app to pick up in the drive through twice now. I like the ability to be able to customize everything. I make sure my app is up to date...I place my order and use Apple Pay, it charges my card but then doesn’t actually work!!! Doesn’t send to the restaurant!!! It took OVER A WEEK to get that money back on my card. This has a huge inconvenience and I reached out to Taco Bell customer service about this but OF COURSE, no response. It just took over a week and the transaction dropped off my bank account. I trust tried to use it again (benefit of the doubt) and it did the SAME EXACT THING AND NOW IM IN THE SAME BOAT. And I’ve never even heard back from customer service about last time 🤷🏻‍♀️ honestly unacceptable and makes me avoid Taco Bell a lot more now. Please get your app situated, now is not the time to be holding up people’s money for over a week because your app needs help.",2020-12-27 06:15:00,Taco Bell
157,Glitchy and Store didn’t get my order??,"{'id': 13945973, 'body': 'We apologize for this. Please send us the details at tbmobileappteam@yum.com along with a screenshot of the error you received. This will be handled with utmost priority.', 'modified': '2020-03-09T17:38:01Z'}",2,Jonathan.Must,False,"How is it that I placed an order ahead of time for pick up at the drive thru and they tell me they don’t see my order and I have to pay for it with them. Makes zero sense as I already paid! What’s the point in ordering thru the app if it doesn’t send my order as intended?? And then when I did receive my food, of course it’s incorrect. So now they have to start all over again. My goal in using the app is so I can order what I want and it be clear in plain text with no error of not being heard correctly by the order taker. EXTREMELY disappointed, to say the least, with this app. Come’on Taco Bell.. get with the program! Plenty of other places have their online/mobile ordering a smooth, easy, hassle-free process. This experience was far from that! Oh! And yes, I made sure I ordered at the correct location and visited the correct location. Smh. 🤦🏻‍♂️",2020-03-09 04:38:45,Taco Bell
158,"Crashes, slow, buggy. Used to actually be better.","{'id': 9905295, 'body': ""We're always working to improve your experience. Feel free to reach out to us at tbmobileappteam@yum.com."", 'modified': '2019-07-29T19:01:33Z'}",1,Dirt Zombi,False,"So, I have an IPhone X with a good signal and I consistently have issues with this app. The app is slow and sometimes it seems it’s frozen, sometimes it eventually works, sometimes I have to back out. It crashes when I check out (I have to delete the app and reinstall and then it works for a little while). The UI seems cluttered. It’s buggy, the notifications seem random or slow. The offers never work. 
It asks me to update my password and/or signs me out too often which is frustrating cause I have to go through this process when I just want to order my food. So, basically, ordering food on the app has become a chore. I’m to the point where if it doesn’t work the first time I say “screw it” and I just don’t go. 

The old version of the app with the old UI was so much smoother. So much faster. So much cleaner. I really wish they would roll back to that version. I feel this version of the app is the windows VISTA of the Taco Bell app.",2019-07-28 16:22:07,Taco Bell
159,"Locked Out of Online Ordering, Beware","{'id': 21953920, 'body': ""We'll look into this issue for you. Please send us a note at tbmobileappteam@yum.com so that we can follow up. "", 'modified': '2021-03-30T16:21:28Z'}",5,flyingbodysymphony,False,"If I could physically give zero star, I would.

On two different accounts now, the Taco Bell app has forcibly barred me from placing orders to any restaurants. I can at least access the menu and my favorites, but when I go to check out, the error always says “no pickup times available, please select another store.”

Three problems with this: A) that’s complete nonsense, the store is open and accepting orders, B) I get this error before I can ever select whether I want it inside or drive-thru, and C) this error is present for ANY AND EVERY restaurant I select.
I can’t place orders any more and there’s ZERO reason why! It would make sense if the store were actually closed, but I know from previous experience that I *can* place online orders to stores that are unexpectedly closed!
The ONLY thing I’ve seen that fixes it entirely is to create a new account. I only have so many email addresses, which means inevitably I will be locked out entirely.

Thank you *so much* for placing a kill switch on all accounts I can make!
Really appreciate how this app goes above and beyond in destroying customer service and goodwill!!!",2021-03-28 01:59:11,Taco Bell
160,Super Easy - No Rewards,,5,Meganeff,False,"This is so easy & convenient. I place an order & pay for it on the app while my husband is driving to the store. It’s ready by the time he gets there. If you don’t know when you’ll arrive you can place the order, pay for it, & select pick up later. Then all you have to do is check in when you’re there. I usually check in when I’m a few minutes away. They make the food fresh so I arrive just as they finish. I hope they have a better loyalty rewards system soon though. I don’t think they currently have one at all because I haven’t gotten any rewards, and I’m always using the app! I’ll keep using it because I love Taco Bell, but I’m sure others could be incentivized with a loyalty rewards program.",2018-06-23 19:45:25,Taco Bell
161,2nd chance,,5,Cyndi027,False,"This is my second chance at letting Taco Bell do it’s job 
The last couple of times I have been there were horrible. The food was cold it didn’t taste good it was thrown in a bag and it just wasn’t good. So I decided today I will try again. I ordered on the app so maybe I could make sure it was right And They forgot my cinnamon twists. I don’t know why this Taco Bell in Brewton Alabama is so bad. The last timeWe went there was even a girl that was supposed to be on the front register and she was cursing using the F word and we stood at the register for I don’t know how long before she even decided to come and take our order and then when she did take our order she got it wrong. Something needs to happen at this Taco Bell.",2020-08-18 16:41:18,Taco Bell
162,Good app but needs refinement,"{'id': 22494562, 'body': ""Hey there. Please try deleting and reinstalling the app. If that doesn't work, send us a message at tbmobileappteam@yum.com."", 'modified': '2021-04-27T22:05:37Z'}",4,xXFLASHBACK21Xx,False,"Overall this is a fairly good app! Love the customization I can do to my orders and how everything is laid out and pretty intuitive. 

Where I have an issue is that the app constantly says “ooops something went wrong and we are working on it”. This prevents me from using rewards in the app I have earned from spending money with you and there isn’t a feature that lets you go back in and scan the receipt to add points to my rewards when the app is working properly. 

It would be fantastic if you could add the ability for us to scan the receipt and get points for the purchases we make while the app is down or if we don’t have our phone or something. Many fast food apps have this feature and you should too!",2021-04-22 21:23:54,Taco Bell
163,Worst Food App Ever,"{'id': 20326019, 'body': ""We highly regret any inconvenience this caused. Please shoot us a message at tbmobileappteam@yum.com with all the details. We'd be more than happy to help. Thanks."", 'modified': '2021-01-11T18:13:46Z'}",1,Sunnysidekiddsonarainyday,False,"I don’t understand how people are having good things to say about this app. After dealing with this last transaction where the app took the money (not the first time) for an order out and then the app goes insane and error message pops up “oops sorry something went wrong” .. of course it goes wrong AFTER my money is gone. It’s been a few days and I have yet to see my money return in my account. To me it’s not even worth the time trying to get the 8 bucks back. (I used cash app and did attempt to get my money back but they told me to contact Taco Bell) The app NEVER takes note of your orders and always glitches after you pay. Those are the only issues but seems to be very important factors when dealing with an app that is taking your money. This is a review to purely warn people be mindful when using this app, 50 / 50 shot that’ll your order will actually go through or not. If it doesn’t, do not expect a refund!",2021-01-10 06:48:08,Taco Bell
164,"OK, but with one SERIOUS flaw","{'id': 23828362, 'body': ""We'll look into this issue for you. Please send us a note at DigitalSupport@TacoBell.com so that we can follow up. "", 'modified': '2021-07-08T21:01:29Z'}",5,giorfida420,False,"The app works ok, however there is one serious flaw- if you go to check out and there is something you in your cart that is unavailable for any reason, it won’t process.   Not only will it not process, the message saying “something in the cart is unavailable” is too ambiguous.  So now you have to play a guessing game as to which item is causing it to hang.   Imagine a large order where you have more than 10 items… you have to try and guess, and hope you get it right.  So if you do remove the right item, and didn’t add another substitute you have to do multiple orders.   Or if you get it wrong it could take much longer to order than necessary.",2021-07-07 13:41:35,Taco Bell
165,Most difficult app layout,"{'id': 8763671, 'body': 'Please accept our sincere apologies. Can you please contact us at tbmobileappteam@yum.com so that we can have a look into this right away?', 'modified': '2019-05-20T18:35:42Z'}",1,Alaskanboii,False,I ordered a nacho box it processed the payment but never gave me an order number or confirmation so I assumed it didn't work and proceeded to login to the app and make the order again with it actually working the second time but when I arrived at the location they said I had two orders but I had no order number for the first one so I try to get a refund for the first one just to be told they couldn't help me. So I call again the following day to see if maybe I can get the order I paid for and they said they can't even if I did pay for it because it should have credited the money back into my account but I'm looking at my bank statement that clearly says I was charged twice. The app is extremely glitchy and I'm an extremely easy going person who never goes out of my way to write reviews but I work for Starbucks and they are beyond accommodating in terms of making the moment right and Taco Bell clearly has no intention of doing that.,2019-05-20 00:42:10,Taco Bell
166,Favorite default error,"{'id': 3814285, 'body': 'Please email us at TBMobileAppTeam@yum.com so we can help you with this.', 'modified': '2018-06-22T03:52:49Z'}",1,Smileyleg ,True,"Update:  I was now charged twice using my GC and debit for the full amount.  Since the new update, I can’t login the app using Facebook.  I logged in fine on the computer.   Come on guys!!!!  Get this together!!!

The app has work decent until today!  I have 3 location favorites saved. I selected the second to place my order. After paying for it, the order was sent to my first favorite location. Thinking I made an error, I cancelled the order and reordered at my second favorite location. Again, the order was sent to my first favorite location. In the past, I had no problem and could select a different location and get my order at the location I selected. Something has happened to the app in the past 2 weeks for my locations to not register. Please fix this ASAP!!!  Until then, I’m giving one star. I had to repurchase my order and later go to the other location to get a refund after showing proof I had to order at the 2nd location.",2018-06-22 03:52:49,Taco Bell
167,glitches!,,3,Brickilee,False,"I added items with all of my modifications, and the items randomly disappeared out of my cart. Also sometimes my modifications don’t “stick” either. I selected “grilled”, and it reflects “grilled” in the cart, but then I’ll look again and it is mysteriously not there. I added it like 3 times… if I hadn’t noticed this glitch, I would have assumed it was the restaurant forgetting to grill my burrito, when in fact the app takes off the modifications for some reason. 

also, there is some type of glitch with finding a location. It won’t find any locations near me, sometimes (and I have location services enabled). 

One more thing, I had a poor experience at a location months ago, and requested to be contacted. no one ever contacted me. Now i’m wondering if they ever even got the complaint (another glitch?)",2022-03-24 22:04:16,Taco Bell
168,It was OK while it lasted,,3,Rindred,False,"The app was pretty decent in that you could “window shop” the menu without having to start an order, which makes it superior to at least a third of all drive-thru ordering apps. The rewards are just OK, though the $5 Cravings Box was a good deal for a while. I found that it would fail to process the order if you selected sauces, but I just left them off the order ahead option and just verbally asked for what I wanted at the window. 

Sadly, the app seemingly no longer works with the latest iOS 12 (according to an email from the devs, and contrary to the description here in the App Store) so it has to go into cold storage until I can get a new phone. I’m not sure why they’re the only one out of the dozen mobile food apps that doesn’t support it, but I guess they don’t want my money.",2021-08-13 03:37:43,Taco Bell
169,Worst Fast Food App,"{'id': 19148017, 'body': ""We’re sorry that you're having issues with the app. Can you write to us at tbmobileappteam@yum.com? Please include a description of the issue you are facing along with any other details."", 'modified': '2020-11-16T23:02:20Z'}",5,Paintingtherose,False,"This app is so disappointing. The first couple of times I used it, my order was filled no problem. However, I am not exaggerating when I say I have driven to five different Taco Bell locations on ten different days and not one of them will fill my order through the app. The app always says no pickup times available. I have deleted this app because it is simply unusable. I am vegan and when I order at the window it can be embarrassing because I get very specific with my order, so I liked being able to order over the app so I don’t have to give the team members the trouble of trying to understand my order through the speaker. But now I am doomed to those interactions. Bad bad app.",2020-11-15 18:13:00,Taco Bell
170,Buggy and unreliable,"{'id': 10133391, 'body': 'We understand this can be frustrating. We are working towards making this better. We would appreciate it if you could send us the details at tbmobileappteam@yum.com.', 'modified': '2019-08-12T18:45:48Z'}",5,The Magman,False,"Your app is bad and you should feel bad. First, I used a “find my location” to set the location of the Taco Bell I was literally sitting it, it set the location to one 5 miles away. Second, when ordering I had to open/close the app (hard reset) 2x times before I get actually get the Apple Pay button to activate/work. Third, when I found out I sent my order to the wrong taco bell (not the one I was sitting in) there was no way to contact the Taco Bell to tell them I wasn’t going to pick up the order. Forth, trying to take advantage of the t-mobile Tuesday coupon is the worst experience-you don’t know if it applies the coupon or not unless you click on 5 things. What a waste for all parties involved. Fix this crap.",2019-08-11 18:53:49,Taco Bell
171,Taco filled dumpster fire.,"{'id': 9635025, 'body': 'Please accept our sincere apologies. Can you please share the order details here or contact us at tbmobileappteam@yum.com? We want to look into this right away.', 'modified': '2019-07-12T16:08:19Z'}",1,MarkoEske,False,"This app is a source of constant frustration. Even when I can get it to load properly I will experience fun glitches like the app crashing every time I try to check out, adding random items to my cart, deleting all my customized preferences, or it’ll just straight up send my food to a random location 20 minutes away from where I’m at. And you will never get your money back if you cancel an order that the app decided to send half way across town. I still have 2 canceled orders that haven’t been refunded. 

I got this app because I am vegetarian and I though it would be easier to customize orders on the app then answer rude question like “well, why don’t you want meat” or “you said you DONT want beef, you mean beans right?” From employees. However about 40% of the time my food still comes with meat on it and the app is just as frustrating as dealing with the employees at my local stores. 

Not worth it at all. Don’t waste the storage space on your phone.",2019-07-11 22:31:56,Taco Bell
172,Terrible app terrible service,"{'id': 27101902, 'body': ""We'll look into this issue for you. Please send us a note at DigitalSupport@TacoBell.com so that we can follow up. "", 'modified': '2021-12-28T13:12:10Z'}",1,Mickey JM,False,"This isn’t just for the app, it’s for any and ALL online services provided by Taco Bell. Both the app AND their online web page refuses to process any online payment with a debit or credit card. I have contacted all my banks behind each card and they each confirm the issue is with the merchant services only.  non of my cards  are gift cards, no are preloaded cards, just straight debit and/or credit cards. The associates at my local Taco Bell even confirm it is an ongoing issue.  To make matters worse no taco bell location would replicate my order and have me pay at the location citing that the orders can only be made online. So the only options I am given by Taco Bell stores  are to either make a completely different order for far more money, or place my order online, which they confirm I can’t do since they know the app and web page won’t accept payments online. Terrible services and company.",2021-12-23 23:00:45,Taco Bell
173,Convenient but disappointing,"{'id': 25491814, 'body': 'Please let our Customer Care team know about this. You can reach them through Facebook, the Contact Us page on our website, or Twitter @TacoBellCare.\r\n', 'modified': '2021-10-04T23:23:41Z'}",2,Jenny Slinker,False,"My family likes to use the Taco Bell app to order most of the time. It’s easier for the kids to see and tell us what they want than looking at the menu at the drive thru. We like the ability to customize our orders, too. However, I don’t like that we can order items that the restaurant is then not able to make. This has happened multiple times, and they don’t have the ability to refund the money. Just today we were not able to get our chosen menu items and ended up receiving beef tacos. I do not eat beef for health reasons. We were not informed that this would be the replacement. I know that’s more of a customer service issue at the drive thru, but it would be so much better if we could have our money refunded or if the app had a feature that alerted the customer to items that are not available.",2021-10-03 17:41:34,Taco Bell
174,Terrible system,"{'id': 24184601, 'body': 'Please let our Customer Care team know about this. You can reach them through Facebook, the Contact Us page on our website, or Twitter @TacoBellCare.\r\n', 'modified': '2021-07-28T19:03:31Z'}",2,lawyer with too many clients,False,"This is more about the scummy/scammy practices of the corporation than the app itself, though it’s not perfect. Every single time I order online, there is some problem at the store and at least one thing isn’t available. Of course the workers at the local physical store have no ability to refund any thing or do anything that would make sense. And guess what—I already paid online! And guess what—there’s no place in the app to just call or report an issue. Like getting my money back, since I had to start all over again and order in person. The app is basically pointless since I have NEVER been able to get what I ordered and why put myself through the ordeal of having a worker trying to sub things out that I’m not interested in, and cost way less than I already paid? Too bad about those app-only specials—too much risk.",2021-07-27 01:17:39,Taco Bell
175,Poor and not deaf friendly app and drive thru,"{'id': 15606151, 'body': ""Thanks for your feedback. We'll share it with the appropriate team."", 'modified': '2020-05-27T17:51:06Z'}",1,1180p,False,"Let me explain to you At rhinelander. My experience was horrible.  I ordered on app and they yet still messed up with my foods. Secondly your app doesn’t have special notes included. And let them know that I’m deaf driver to come and pick it up.  You haven’t improve the app!! You need to do that so I can tell them what kind of drink I want. To prevent the coronavirus communication! Fix it and I want my money back! You need to add push button for disability for them to know that I’m coming up!

Updates, at 1:44am you cancelled my food and return the money back without explanation. What’s real happening here? Is there a reason to improve it? Maybe your app would have been more feature to add on which I asked you last time and still updated the app.  I know I did contacted Taco Bell about 3 months ago.  I expected you to redesign the app.  I’d love to see new one with what I’m asking for to avoid all the confusion.",2020-05-27 11:03:59,Taco Bell
176,I would marry Taco Bell.,,5,All nick names are chosen,False,"There used to be a Taco Bell in Farmington Avenue in Hartford, CT. When I was a boy I enjoyed the times between ballet class to hop over there with my sister and get some burritos and tacos. In fact she taught me how to tell time with the clock on the wall at that very same Taco Bell! This APP helps bring my favorite restaurant into my pocket! No longer do I have to wait in lines either in drive-thru or in stores. Being able to schedule a time for my pick up (and adjust it if I’m running early) is very useful. I also love how they update the app to be both visual stunning, but easy to navigate. The exclusive deals I receive on my orders via the app, is just icing on the cake- if I should say- sour cream on the taco! Outstanding job T-Bell! Or as you are known in my heart T-Bella 🥰",2018-12-18 17:47:53,Taco Bell
177,NOBODY DRAINS THE LETTUCE and Some pages keep loading,,3,ThresaHammons,False,"First of all I would like to stress to the employees especially making taco salads to PLEASE DRAIN THE LETTUCE I HAVE TO USE A NAPKIN AND REMOVE THE WATER AT THE BOTTOM OF THE SALAD IF I DON’T I END UP WITH MUSH.  Ok about the app I have to reopen the app several times to place an order.  Tired of looking at a circle going round and round just like it is right now as I am writing this review.  When I go to customize an item sometimes the page just will not stop loading which is very annoying so I have to close the app and reopen the app. Other than these issues about the page not displaying it’s a wonderful app I love being able to customize my food it’s amazing but with the other problem it takes away from the good part of the app.  I am hoping that they fix this loading the page problem and then they will have an AMAZING app.  ALSO, PLEASE PLEASE DRAIN WATER OUT OF THE LETTUCE.",2019-05-10 01:17:32,Taco Bell
178,Garbage App - Dont Use,"{'id': 22519598, 'body': ""We'll look into this issue for you. Please send us a note at tbmobileappteam@yum.com so that we can follow up. "", 'modified': '2021-04-28T23:00:10Z'}",5,Kidologist,False,"First of all, several of their best items are only available in the app now. Which is stupid. Then you go to the bother of using the app, it takes payments, and never sends it to the restaurant. Causing a huge delay annoying everyone behind you you can show them that you have paid, and they tell you the order never came through. Then you have to apply for a refund and order something you didn’t want and pay with a credit card causing more of a delay. The whole point of an app is to speed things up. So irritating. Don’t put the most popular items as “app exclusives” and have a broken app. Yes, updated app. Doesn’t help. Eating elsewhere. Annoyed.",2021-04-27 18:15:53,Taco Bell
179,Terrible and pointless,"{'id': 21521355, 'body': 'Please let our Customer Care team know about this. You can reach them through Facebook, the Contact us page on our website, or Twitter @TacoBellCare.\r', 'modified': '2021-03-08T22:54:54Z'}",1,E H Bell,True,"I can order ahead on the app, but basically what happens is they don't actually start making the food until you arrive and announce that in the drive through, so then they just tell you to park and wait for your food and then they eventually bring it out the wrong order anyway. Mind you this was not during peak hours, there was only one other customer behind me in line. Why use the app for a WORSE experience than just rolling up to the drive thru?

Update: I got a developer response for this review ""Please let our Customer Care team know about this."" Um, what do you think me writing this review is? You want me to reach out to your customer care team so they can forward me to the Quality Plus team so they can forward me to the Synergistic Integrity team so they can forward me back here? Just make a better app, and stop replying to these reviews with a canned response that doesn't mean anything.",2021-03-08 22:54:54,Taco Bell
180,Wish more Taco Bell’s were like this one,,5,robert yelm,False,This Taco Bell recognizes that truck drivers are important people they go above and beyond to make sure truck drivers are taken care of a lot of Taco Bell’s will not wait on truck drivers even if we drive our semi through the drive-through they won’t wait on us if you walk up they say you have to have a car when you drive your semi through the drive-through then they tell you you’re too big make up my mind this Taco Bell treats us with a huge amount of respect and I will always give my business to this Taco Bell I will go out of my way just to come and eat here Again I wish more Taco Bell’s were like this one thank you and have a nice day,2020-05-05 19:50:08,Taco Bell
181,"Was good when it works, but deleting now and never going back","{'id': 10098878, 'body': 'That shouldn’t be happening. Please shoot us a message at tbmobileappteam@yum.com, so we can look into this.', 'modified': '2019-08-09T18:21:41Z'}",1,TacoBell is a Joke,False,"I used this app religiously for years. There were minor issues here and there and occasionally it would be down or not work like it was supposed to. But what has happened now is utterly unacceptable. My account has been locked by some BS password reset screen, I literally can not do anything, and every time I try it takes me to this screen, says it needs to send me a reset email and NEVER DOES. It has been over 2 weeks, I have hit “send email” over 30 times and not gotten a single email, NOT ONE!! 

To make things even better, the “Taco Bell Care” online “support” is an absolute joke and an incredible embarrassment to customer support. They claimed to have no idea what the issue was, then claimed they had fixed it and removed the block but have not and now are no longer responding or providing any more support. 

Taco Bell should be embarrassed by this pathetic app and their even more pathetic “customer support”",2019-08-06 16:20:11,Taco Bell
182,"False advertising, bordering on outright theft!",,1,Neko Gray,False,"I initially downloaded the Taco Bell app with promise of savings and good quality Mexican fast food. Color me surprised when the weekly deals turned out to disappear at check out. 5 Dollar Chalupa boxes marked up to 8 dollars before tax, and most recently, a 10 Dollar Taco and Burrito box costing 13 dollars before tax and 15 afterwards! This is unbelievable. While it’s only a couple dollars - your “deals” have their prices increased from 30 to 50 percent in check out! And that adds up. Sure, some locations may not participate, but the app hides this hiccup UNTIL check out - by then I’ve spent time curating and perfecting my Taco Bell order. This is deceptive - morally bankrupt even. Where are these charges coming from? Pick up? Staff? That’s fine - just SAY SO. If you were transparent with the reality of your prices, I might consider recommending the app to someone else. The convenience is nice, but not worth this cravings pack of lies.",2020-09-05 18:23:11,Taco Bell
183,Can’t order via the app,"{'id': 17520027, 'body': 'Please accept our sincere apologies. Can the you please share details at tbmobileappteam@yum.com? We want to look into this right away.', 'modified': '2020-08-27T23:13:15Z'}",3,JayGeeEss,True,"I have tried multiple locations and menu items but I keep getting the message that breakfast isn’t currently available.  It’s 6pm and I’m ordering only tacos and burritos.

(Update:8/27)  I sent an email with the details of the problem and got a very fast response.  However it turned out that the problem was that one of my items was a favorited item that contained potatoes which are only available during breakfast.  So rather than flagging the offending ingredient the app told me that breakfast isn’t available.  And I should have known this meant “no potatoes”.  I didn’t even know potatoes had been removed from the dinner menu so how was I to know what “breakfast isn’t available” meant?  The app wasn’t very user friendly or intuitive.  Still, I’m adding 2 stars for the fast response.",2020-08-27 23:13:15,Taco Bell
184,The worst app I have,"{'id': 11383716, 'body': ""We highly regret any inconvenience this caused. Please shoot us a message at tbmobileappteam@yum.com with all the details. We'd be more than happy to help. Thanks."", 'modified': '2019-10-21T20:16:00Z'}",1,Mouse-rat,False,"SUCH a buggy app. I use it more than I’m proud of and the new one is not much better than the last one in terms of bugs. I get locked out all the time. I haven’t been able to log in for 3 days now. I uninstalled and re-installed I and had no luck. I went through the process of changing my password and and then tried to use my new password and it would STILL not let me log in, so I gave up. I tried again tonight and it wouldn’t let me log in with my new password (saved and filled in by my phone). I tried the “change password” process again and this time the email didn’t even show up. I tried it four times. I again uninstalled/re-installed and it didn’t help. I tried logging in with Facebook instead and approved all the on-screen prompts and it just stalled and didn’t log in. I eventually just started from scratch and signed up using a completely new email and new password and it finally works now. Endlessly frustrating.",2019-10-20 06:59:09,Taco Bell
185,Issues with the update,"{'id': 25148578, 'body': ""We highly regret any inconvenience this caused. Please send us a message at DigitalSupport@TacoBell.com with all the details. We'd be more than happy to help. Thanks."", 'modified': '2021-09-16T19:42:45Z'}",1,Cinnybunz1976,False,"I have used the Taco Bell app with no problems until the update. The other day I went to order my Taco Bell food like usual. Typically when I ordered the order is ready within 10 minutes. This time around when I went to order it said my food was being made so I was on my way to the restaurant. I get to the restaurant it is still being made so I sit at the restaurant and wait for several minutes. Eventually I go up to the counter and ask them about my order and although it says my food is being made, there is no sign of it on there and as far as receiving my order! There was no way to cancel the order like they usually have that option and my credit card had already been charged!So I had my husband at home doing an online order it through the computer since it looks like the app order is still in limbo. I still cannot even cancel the darn order!",2021-09-15 15:35:36,Taco Bell
186,"App is ok, but rewards need an overhaul","{'id': 24273204, 'body': 'Please let our Customer Care team know about this. You can reach them through Facebook, the Contact Us page on our website, or Twitter @TacoBellCare.\r\n', 'modified': '2021-08-02T21:33:42Z'}",3,red_silhouettes,False,"The app functionality isn’t as smooth as others.
It also sometimes doubles your order on the order history page, so it appears as if you accidentally placed two orders even in the middle of your current one.

Now, as for their rewards program?
It’s trash compared to other food chains. 
I’m just being honest lol
I can get AWESOME food rewards with Wendy’s or SONIC Drive-In’s apps. Taco Bell’s is simplified to medium drinks & their basic menu items like a crunchy taco unless you unlock “fire”, which by the way, requires you to spend an insane amount of money for something better than the basics.

Will be placing this next part on Yelp as well:
My local chain (Huntingdon, TN) has only been open about a month & a half now, & during the first few weeks, they were doing AWESOME.
The food was hot, it was all put together very neatly (not just slapped together), & it hadn’t been sitting under a heat lamp for a few hours. 

Recently, they’ve been slacking.
Food is a mess when you open it. Toppings coming all out of the tacos, chalupa shell is rock hard & cold, etc. Do BETTER!!
Y’all charge quite a bit more for your food compared to other chains, so if you want REPEAT CUSTOMERS, I suggest you change this!",2021-07-31 00:05:31,Taco Bell
187,Horrible!!,"{'id': 19937220, 'body': ""We highly regret any inconvenience this caused. Please shoot us a message at tbmobileappteam@yum.com with all the details. We'd be more than happy to help. Thanks."", 'modified': '2020-12-22T18:16:29Z'}",1,Feleshia,False,"I tried to order my free food that I received from downloading the app. This was the worst experience I’ve ever had with a fast food app! Thank God the food was free. 
I ordered to pick my food up in store. Once I got there, this particular store only accepted drive thru & delivery. The app should have stated that. The drivethru was super long and they were super slow. I tried to wait, but it was just too long of a wait. I tried to find the option to cancel.... guess what no option to cancel no where in the app! Looked for the number to the store to call and cancel, no number provided in the app 😣 I googled the number and I still couldn’t reach anyone. I tried to contact taco bell customer service and it only gave me an option to email them. So somebody got some free food because I didn’t pick it up and couldn’t cancel it smh. Worst app ever and I’m deleting it now. I’ll just go through the drive thru if I want some Taco Bell.",2020-12-21 00:18:14,Taco Bell
